#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=9.dat'
#   Date of creation: 22. June 2021
#   Time of creation: 16:40:09
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(9)' coupled to the particle 'H+'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 11 given values between 1.0000 and 50.0000
#              T_i1: Fixed value 8000.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 23 given values between 1.0000e+14 and 2.0000e+21
#              n_i1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+14    1.09306271e-26     
   1.0000        2.0000e+14    1.14248748e-26     
   1.0000        5.0000e+14    1.25694937e-26     
   1.0000        1.0000e+15    1.41244339e-26     
   1.0000        2.0000e+15    1.65303437e-26     
   1.0000        5.0000e+15    2.08205306e-26     
   1.0000        1.0000e+16    2.42937946e-26     
   1.0000        2.0000e+16    2.74129158e-26     
   1.0000        5.0000e+16    3.05848792e-26     
   1.0000        1.0000e+17    3.22504666e-26     
   1.0000        2.0000e+17    3.34005491e-26     
   1.0000        5.0000e+17    3.43517828e-26     
   1.0000        1.0000e+18    3.47840863e-26     
   1.0000        2.0000e+18    3.50590189e-26     
   1.0000        5.0000e+18    3.52734712e-26     
   1.0000        1.0000e+19    3.53673969e-26     
   1.0000        2.0000e+19    3.54257302e-26     
   1.0000        5.0000e+19    3.54708572e-26     
   1.0000        1.0000e+20    3.54911355e-26     
   1.0000        2.0000e+20    3.55040078e-26     
   1.0000        5.0000e+20    3.55136890e-26     
   1.0000        1.0000e+21    3.55178763e-26     
   1.0000        2.0000e+21    3.55208475e-26     
   1.5000        1.0000e+14    6.71365080e-27     
   1.5000        2.0000e+14    6.93975319e-27     
   1.5000        5.0000e+14    7.46502138e-27     
   1.5000        1.0000e+15    8.17014243e-27     
   1.5000        2.0000e+15    9.22787646e-27     
   1.5000        5.0000e+15    1.10284089e-26     
   1.5000        1.0000e+16    1.24271967e-26     
   1.5000        2.0000e+16    1.36491770e-26     
   1.5000        5.0000e+16    1.48632286e-26     
   1.5000        1.0000e+17    1.54893915e-26     
   1.5000        2.0000e+17    1.59165534e-26     
   1.5000        5.0000e+17    1.62657713e-26     
   1.5000        1.0000e+18    1.64225668e-26     
   1.5000        2.0000e+18    1.65213005e-26     
   1.5000        5.0000e+18    1.65974109e-26     
   1.5000        1.0000e+19    1.66301349e-26     
   1.5000        2.0000e+19    1.66501797e-26     
   1.5000        5.0000e+19    1.66655077e-26     
   1.5000        1.0000e+20    1.66721844e-26     
   1.5000        2.0000e+20    1.66762464e-26     
   1.5000        5.0000e+20    1.66792108e-26     
   1.5000        1.0000e+21    1.66805020e-26     
   1.5000        2.0000e+21    1.66814089e-26     
   2.0000        1.0000e+14    4.66627057e-27     
   2.0000        2.0000e+14    4.79352968e-27     
   2.0000        5.0000e+14    5.08817924e-27     
   2.0000        1.0000e+15    5.48012044e-27     
   2.0000        2.0000e+15    6.05803585e-27     
   2.0000        5.0000e+15    7.01842948e-27     
   2.0000        1.0000e+16    7.74899532e-27     
   2.0000        2.0000e+16    8.37825370e-27     
   2.0000        5.0000e+16    8.99588364e-27     
   2.0000        1.0000e+17    9.31141530e-27     
   2.0000        2.0000e+17    9.52528374e-27     
   2.0000        5.0000e+17    9.69905146e-27     
   2.0000        1.0000e+18    9.77657609e-27     
   2.0000        2.0000e+18    9.82515945e-27     
   2.0000        5.0000e+18    9.86237144e-27     
   2.0000        1.0000e+19    9.87822135e-27     
   2.0000        2.0000e+19    9.88787617e-27     
   2.0000        5.0000e+19    9.89520433e-27     
   2.0000        1.0000e+20    9.89833208e-27     
   2.0000        2.0000e+20    9.90019543e-27     
   2.0000        5.0000e+20    9.90154267e-27     
   2.0000        1.0000e+21    9.90213066e-27     
   2.0000        2.0000e+21    9.90253264e-27     
   3.0000        1.0000e+14    2.77587785e-27     
   3.0000        2.0000e+14    2.83198850e-27     
   3.0000        5.0000e+14    2.96055788e-27     
   3.0000        1.0000e+15    3.12968726e-27     
   3.0000        2.0000e+15    3.37512180e-27     
   3.0000        5.0000e+15    3.77427480e-27     
   3.0000        1.0000e+16    4.07208563e-27     
