#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=10.dat'
#   Date of creation: 15. June 2021
#   Time of creation: 11:08:53
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(10)' coupled to the particle 'H(1)'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 11 given values between 1.0000 and 50.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 23 given values between 1.0000e+14 and 2.0000e+21
#              n_i1: Fixed value 0.0000
#              n_n1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+14    4.15941857e-28     
   1.0000        2.0000e+14    4.01228519e-28     
   1.0000        5.0000e+14    3.65892827e-28     
   1.0000        1.0000e+15    3.22322383e-28     
   1.0000        2.0000e+15    2.66567485e-28     
   1.0000        5.0000e+15    1.88517279e-28     
   1.0000        1.0000e+16    1.36704198e-28     
   1.0000        2.0000e+16    9.55535643e-29     
   1.0000        5.0000e+16    5.74137127e-29     
   1.0000        1.0000e+17    3.84967482e-29     
   1.0000        2.0000e+17    2.57221146e-29     
   1.0000        5.0000e+17    1.51702159e-29     
   1.0000        1.0000e+18    1.02733405e-29     
   1.0000        2.0000e+18    7.04418718e-30     
   1.0000        5.0000e+18    4.36201737e-30     
   1.0000        1.0000e+19    3.08349841e-30     
   1.0000        2.0000e+19    2.21302326e-30     
   1.0000        5.0000e+19    1.43761590e-30     
   1.0000        1.0000e+20    1.03016432e-30     
   1.0000        2.0000e+20    7.43805481e-31     
   1.0000        5.0000e+20    5.08673712e-31     
   1.0000        1.0000e+21    3.95243563e-31     
   1.0000        2.0000e+21    3.03886268e-31     
   1.5000        1.0000e+14    3.34028210e-26     
   1.5000        2.0000e+14    3.20790700e-26     
   1.5000        5.0000e+14    2.89246553e-26     
   1.5000        1.0000e+15    2.51597240e-26     
   1.5000        2.0000e+15    2.05173664e-26     
   1.5000        5.0000e+15    1.42583567e-26     
   1.5000        1.0000e+16    1.02203446e-26     
   1.5000        2.0000e+16    7.06910098e-27     
   1.5000        5.0000e+16    4.19066798e-27     
   1.5000        1.0000e+17    2.77930132e-27     
   1.5000        2.0000e+17    1.83390224e-27     
   1.5000        5.0000e+17    1.05950659e-27     
   1.5000        1.0000e+18    7.03616997e-28     
   1.5000        2.0000e+18    4.70894263e-28     
   1.5000        5.0000e+18    2.80012980e-28     
   1.5000        1.0000e+19    1.90934922e-28     
   1.5000        2.0000e+19    1.31184051e-28     
   1.5000        5.0000e+19    7.91627001e-29     
   1.5000        1.0000e+20    5.34044525e-29     
   1.5000        2.0000e+20    3.64296162e-29     
   1.5000        5.0000e+20    2.30177556e-29     
   1.5000        1.0000e+21    1.65045562e-29     
   1.5000        2.0000e+21    1.14140834e-29     
   2.0000        1.0000e+14    3.02409818e-25     
   2.0000        2.0000e+14    2.89732009e-25     
   2.0000        5.0000e+14    2.59681852e-25     
   2.0000        1.0000e+15    2.24428918e-25     
   2.0000        2.0000e+15    1.81751453e-25     
   2.0000        5.0000e+15    1.25236917e-25     
   2.0000        1.0000e+16    8.92626282e-26     
   2.0000        2.0000e+16    6.14166590e-26     
   2.0000        5.0000e+16    3.61539217e-26     
   2.0000        1.0000e+17    2.38352653e-26     
   2.0000        2.0000e+17    1.56175395e-26     
   2.0000        5.0000e+17    8.91746131e-27     
   2.0000        1.0000e+18    5.85617367e-27     
   2.0000        2.0000e+18    3.86487657e-27     
   2.0000        5.0000e+18    2.24637153e-27     
   2.0000        1.0000e+19    1.50085313e-27     
   2.0000        2.0000e+19    1.00539771e-27     
   2.0000        5.0000e+19    5.82342618e-28     
   2.0000        1.0000e+20    3.80855452e-28     
   2.0000        2.0000e+20    2.52286518e-28     
   2.0000        5.0000e+20    1.52047602e-28     
   2.0000        1.0000e+21    1.03541005e-28     
   2.0000        2.0000e+21    6.72321910e-29     
   3.0000        1.0000e+14    2.80374260e-24     
   3.0000        2.0000e+14    2.68074845e-24     
   3.0000        5.0000e+14    2.39063498e-24     
   3.0000        1.0000e+15    2.05516727e-24     
   3.0000        2.0000e+15    1.65499742e-24     
   3.0000        5.0000e+15    1.13246442e-24     
   3.0000        1.0000e+16    8.03250337e-25     
   3.0000        2.0000e+16    5.50002816e-25     
   3.0000        5.0000e+16    3.21475321e-25     
   3.0000        1.0000e+17    2.10566588e-25     
   3.0000        2.0000e+17    1.36873106e-25     
   3.0000        5.0000e+17    7.70996903e-26     
   3.0000        1.0000e+18    4.99780088e-26     
   3.0000        2.0000e+18    3.24574585e-26     
   3.0000        5.0000e+18    1.83889275e-26     
   3.0000        1.0000e+19    1.20084398e-26     
   3.0000        2.0000e+19    7.82135566e-27     
   3.0000        5.0000e+19    4.34288425e-27     
   3.0000        1.0000e+20    2.75719242e-27     
   3.0000        2.0000e+20    1.77400649e-27     
