#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=20.dat'
#   Date of creation: 22. June 2021
#   Time of creation: 16:40:09
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(20)' coupled to the particle 'H+'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 11 given values between 1.0000 and 50.0000
#              T_i1: Fixed value 8000.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 23 given values between 1.0000e+14 and 2.0000e+21
#              n_i1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+14    1.05837702e-25     
   1.0000        2.0000e+14    1.11037274e-25     
   1.0000        5.0000e+14    1.15689900e-25     
   1.0000        1.0000e+15    1.17936385e-25     
   1.0000        2.0000e+15    1.19420691e-25     
   1.0000        5.0000e+15    1.20609810e-25     
   1.0000        1.0000e+16    1.21138009e-25     
   1.0000        2.0000e+16    1.21469538e-25     
   1.0000        5.0000e+16    1.21723809e-25     
   1.0000        1.0000e+17    1.21832936e-25     
   1.0000        2.0000e+17    1.21899973e-25     
   1.0000        5.0000e+17    1.21950479e-25     
   1.0000        1.0000e+18    1.21971888e-25     
   1.0000        2.0000e+18    1.21984950e-25     
   1.0000        5.0000e+18    1.21994790e-25     
   1.0000        1.0000e+19    1.21998984e-25     
   1.0000        2.0000e+19    1.22001547e-25     
   1.0000        5.0000e+19    1.22003502e-25     
   1.0000        1.0000e+20    1.22004370e-25     
   1.0000        2.0000e+20    1.22004917e-25     
   1.0000        5.0000e+20    1.22005327e-25     
   1.0000        1.0000e+21    1.22005503e-25     
   1.0000        2.0000e+21    1.22005627e-25     
   1.5000        1.0000e+14    5.54027956e-26     
   1.5000        2.0000e+14    5.76496722e-26     
   1.5000        5.0000e+14    5.96316473e-26     
   1.5000        1.0000e+15    6.05763069e-26     
   1.5000        2.0000e+15    6.11944638e-26     
   1.5000        5.0000e+15    6.16848459e-26     
   1.5000        1.0000e+16    6.19006463e-26     
   1.5000        2.0000e+16    6.20351228e-26     
   1.5000        5.0000e+16    6.21374719e-26     
   1.5000        1.0000e+17    6.21810554e-26     
   1.5000        2.0000e+17    6.22076498e-26     
   1.5000        5.0000e+17    6.22275298e-26     
   1.5000        1.0000e+18    6.22358770e-26     
   1.5000        2.0000e+18    6.22409259e-26     
   1.5000        5.0000e+18    6.22446881e-26     
   1.5000        1.0000e+19    6.22462639e-26     
   1.5000        2.0000e+19    6.22472140e-26     
   1.5000        5.0000e+19    6.22479301e-26     
   1.5000        1.0000e+20    6.22482384e-26     
   1.5000        2.0000e+20    6.22484248e-26     
   1.5000        5.0000e+20    6.22485601e-26     
   1.5000        1.0000e+21    6.22486187e-26     
   1.5000        2.0000e+21    6.22486597e-26     
   2.0000        1.0000e+14    3.50684009e-26     
   2.0000        2.0000e+14    3.63424131e-26     
   2.0000        5.0000e+14    3.74550621e-26     
   2.0000        1.0000e+15    3.79801549e-26     
   2.0000        2.0000e+15    3.83210364e-26     
   2.0000        5.0000e+15    3.85891543e-26     
   2.0000        1.0000e+16    3.87061509e-26     
