#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=2.dat'
#   Date of creation: 15. June 2021
#   Time of creation: 11:08:53
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(2)' coupled to the particle 'H(1)'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 11 given values between 1.0000 and 50.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 23 given values between 1.0000e+14 and 2.0000e+21
#              n_i1: Fixed value 0.0000
#              n_n1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+14    2.66667208e-27     
   1.0000        2.0000e+14    2.66661713e-27     
   1.0000        5.0000e+14    2.66652508e-27     
   1.0000        1.0000e+15    2.66643671e-27     
   1.0000        2.0000e+15    2.66632730e-27     
   1.0000        5.0000e+15    2.66613925e-27     
   1.0000        1.0000e+16    2.66595174e-27     
   1.0000        2.0000e+16    2.66570923e-27     
   1.0000        5.0000e+16    2.66526522e-27     
   1.0000        1.0000e+17    2.66478975e-27     
   1.0000        2.0000e+17    2.66413050e-27     
   1.0000        5.0000e+17    2.66281239e-27     
   1.0000        1.0000e+18    2.66127055e-27     
   1.0000        2.0000e+18    2.65895464e-27     
   1.0000        5.0000e+18    2.65388886e-27     
   1.0000        1.0000e+19    2.64740992e-27     
   1.0000        2.0000e+19    2.63679618e-27     
   1.0000        5.0000e+19    2.61130495e-27     
   1.0000        1.0000e+20    2.57642845e-27     
   1.0000        2.0000e+20    2.51596546e-27     
   1.0000        5.0000e+20    2.35921307e-27     
   1.0000        1.0000e+21    2.14083201e-27     
   1.0000        2.0000e+21    1.80759640e-27     
   1.5000        1.0000e+14    7.45996189e-26     
   1.5000        2.0000e+14    7.45949153e-26     
   1.5000        5.0000e+14    7.45870469e-26     
   1.5000        1.0000e+15    7.45795065e-26     
   1.5000        2.0000e+15    7.45701904e-26     
   1.5000        5.0000e+15    7.45542347e-26     
   1.5000        1.0000e+16    7.45384048e-26     
   1.5000        2.0000e+16    7.45180590e-26     
   1.5000        5.0000e+16    7.44811987e-26     
   1.5000        1.0000e+17    7.44422775e-26     
   1.5000        2.0000e+17    7.43891846e-26     
   1.5000        5.0000e+17    7.42856964e-26     
   1.5000        1.0000e+18    7.41681953e-26     
   1.5000        2.0000e+18    7.39974740e-26     
   1.5000        5.0000e+18    7.36411560e-26     
   1.5000        1.0000e+19    7.32063580e-26     
   1.5000        2.0000e+19    7.25320242e-26     
   1.5000        5.0000e+19    7.10431663e-26     
   1.5000        1.0000e+20    6.91456465e-26     
   1.5000        2.0000e+20    6.60097823e-26     
   1.5000        5.0000e+20    5.84869837e-26     
   1.5000        1.0000e+21    4.92728958e-26     
   1.5000        2.0000e+21    3.74986561e-26     
   2.0000        1.0000e+14    3.94670272e-25     
   2.0000        2.0000e+14    3.94626326e-25     
   2.0000        5.0000e+14    3.94552820e-25     
   2.0000        1.0000e+15    3.94482411e-25     
   2.0000        2.0000e+15    3.94395492e-25     
   2.0000        5.0000e+15    3.94246881e-25     
   2.0000        1.0000e+16    3.94099842e-25     
   2.0000        2.0000e+16    3.93911528e-25     
   2.0000        5.0000e+16    3.93572416e-25     
   2.0000        1.0000e+17    3.93217215e-25     
   2.0000        2.0000e+17    3.92737144e-25     
   2.0000        5.0000e+17    3.91814521e-25     
   2.0000        1.0000e+18    3.90784018e-25     
   2.0000        2.0000e+18    3.89314205e-25     
   2.0000        5.0000e+18    3.86320343e-25     
   2.0000        1.0000e+19    3.82759086e-25     
   2.0000        2.0000e+19    3.77410990e-25     
   2.0000        5.0000e+19    3.66107846e-25     
   2.0000        1.0000e+20    3.52142310e-25     
   2.0000        2.0000e+20    3.29652068e-25     
   2.0000        5.0000e+20    2.78814566e-25     
   2.0000        1.0000e+21    2.22395761e-25     
   2.0000        2.0000e+21    1.58450740e-25     
   3.0000        1.0000e+14    2.11092801e-24     
   3.0000        2.0000e+14    2.11050961e-24     
   3.0000        5.0000e+14    2.10980936e-24     
   3.0000        1.0000e+15    2.10913860e-24     
   3.0000        2.0000e+15    2.10831116e-24     
   3.0000        5.0000e+15    2.10689935e-24     
   3.0000        1.0000e+16    2.10550736e-24     
   3.0000        2.0000e+16    2.10373297e-24     
   3.0000        5.0000e+16    2.10056274e-24     
   3.0000        1.0000e+17    2.09727593e-24     
   3.0000        2.0000e+17    2.09288435e-24     
   3.0000        5.0000e+17    2.08458492e-24     
   3.0000        1.0000e+18    2.07549084e-24     
   3.0000        2.0000e+18    2.06278599e-24     
   3.0000        5.0000e+18    2.03755451e-24     
   3.0000        1.0000e+19    2.00835590e-24     
   3.0000        2.0000e+19    1.96597165e-24     
   3.0000        5.0000e+19    1.87974729e-24     
   3.0000        1.0000e+20    1.77576219e-24     
   3.0000        2.0000e+20    1.61366344e-24     
   3.0000        5.0000e+20    1.27738987e-24     
   3.0000        1.0000e+21    9.50512498e-25     
   3.0000        2.0000e+21    6.29176089e-25     
   4.0000        1.0000e+14    4.93771745e-24     
   4.0000        2.0000e+14    4.93641086e-24     
   4.0000        5.0000e+14    4.93422227e-24     
   4.0000        1.0000e+15    4.93212524e-24     
   4.0000        2.0000e+15    4.92953934e-24     
   4.0000        5.0000e+15    4.92513351e-24     
   4.0000        1.0000e+16    4.92080075e-24     
   4.0000        2.0000e+16    4.91529673e-24     
   4.0000        5.0000e+16    4.90551843e-24     
   4.0000        1.0000e+17    4.89545247e-24     
   4.0000        2.0000e+17    4.88210579e-24     
   4.0000        5.0000e+17    4.85714806e-24     
   4.0000        1.0000e+18    4.83011521e-24     
   4.0000        2.0000e+18    4.79278042e-24     
   4.0000        5.0000e+18    4.71958267e-24     
   4.0000        1.0000e+19    4.63603378e-24     
   4.0000        2.0000e+19    4.51658302e-24     
   4.0000        5.0000e+19    4.27665828e-24     
   4.0000        1.0000e+20    3.98975124e-24     
   4.0000        2.0000e+20    3.55204630e-24     
   4.0000        5.0000e+20    2.69439156e-24     
   4.0000        1.0000e+21    1.92574266e-24     
   4.0000        2.0000e+21    1.22691046e-24     
   7.0000        1.0000e+14    1.52138910e-23     
   7.0000        2.0000e+14    1.52080531e-23     
   7.0000        5.0000e+14    1.51982507e-23     
   7.0000        1.0000e+15    1.51888489e-23     
   7.0000        2.0000e+15    1.51772637e-23     
   7.0000        5.0000e+15    1.51575892e-23     
