#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=7.dat'
#   Date of creation: 15. June 2021
#   Time of creation: 11:08:53
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(7)' coupled to the particle 'H(1)'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 11 given values between 1.0000 and 50.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 23 given values between 1.0000e+14 and 2.0000e+21
#              n_i1: Fixed value 0.0000
#              n_n1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+14    3.15709377e-28     
   1.0000        2.0000e+14    3.13304820e-28     
   1.0000        5.0000e+14    3.08837539e-28     
   1.0000        1.0000e+15    3.03841401e-28     
   1.0000        2.0000e+15    2.96311155e-28     
   1.0000        5.0000e+15    2.78820018e-28     
   1.0000        1.0000e+16    2.55943557e-28     
   1.0000        2.0000e+16    2.22988274e-28     
   1.0000        5.0000e+16    1.69632095e-28     
   1.0000        1.0000e+17    1.29785360e-28     
   1.0000        2.0000e+17    9.56031245e-29     
   1.0000        5.0000e+17    6.16131559e-29     
   1.0000        1.0000e+18    4.36439527e-29     
   1.0000        2.0000e+18    3.08852754e-29     
   1.0000        5.0000e+18    1.96514871e-29     
   1.0000        1.0000e+19    1.40720171e-29     
   1.0000        2.0000e+19    1.01862141e-29     
   1.0000        5.0000e+19    6.66202800e-30     
   1.0000        1.0000e+20    4.78746936e-30     
   1.0000        2.0000e+20    3.46253249e-30     
   1.0000        5.0000e+20    2.37092734e-30     
   1.0000        1.0000e+21    1.84318860e-30     
   1.0000        2.0000e+21    1.41757448e-30     
   1.5000        1.0000e+14    2.43555529e-26     
   1.5000        2.0000e+14    2.41468174e-26     
   1.5000        5.0000e+14    2.37563124e-26     
   1.5000        1.0000e+15    2.33149484e-26     
   1.5000        2.0000e+15    2.26423362e-26     
   1.5000        5.0000e+15    2.10769850e-26     
   1.5000        1.0000e+16    1.90789319e-26     
   1.5000        2.0000e+16    1.63210775e-26     
   1.5000        5.0000e+16    1.20932421e-26     
   1.5000        1.0000e+17    9.07411591e-27     
   1.5000        2.0000e+17    6.55780560e-27     
   1.5000        5.0000e+17    4.11558094e-27     
   1.5000        1.0000e+18    2.85086491e-27     
   1.5000        2.0000e+18    1.96560722e-27     
   1.5000        5.0000e+18    1.19942430e-27     
   1.5000        1.0000e+19    8.28165618e-28     
   1.5000        2.0000e+19    5.73824013e-28     
   1.5000        5.0000e+19    3.48612877e-28     
   1.5000        1.0000e+20    2.35854026e-28     
   1.5000        2.0000e+20    1.61167140e-28     
   1.5000        5.0000e+20    1.01968706e-28     
   1.5000        1.0000e+21    7.31573122e-29     
   1.5000        2.0000e+21    5.06105194e-29     
   2.0000        1.0000e+14    2.15737094e-25     
   2.0000        2.0000e+14    2.13772413e-25     
   2.0000        5.0000e+14    2.10080747e-25     
   2.0000        1.0000e+15    2.05882363e-25     
   2.0000        2.0000e+15    1.99445989e-25     
   2.0000        5.0000e+15    1.84472291e-25     
   2.0000        1.0000e+16    1.65646552e-25     
   2.0000        2.0000e+16    1.40272856e-25     
   2.0000        5.0000e+16    1.02468649e-25     
   2.0000        1.0000e+17    7.60835380e-26     
   2.0000        2.0000e+17    5.44135656e-26     
   2.0000        5.0000e+17    3.36478080e-26     
   2.0000        1.0000e+18    2.30157792e-26     
   2.0000        2.0000e+18    1.56346662e-26     
   2.0000        5.0000e+18    9.31928017e-27     
   2.0000        1.0000e+19    6.30385397e-27     
   2.0000        2.0000e+19    4.25846182e-27     
   2.0000        5.0000e+19    2.48320348e-27     
   2.0000        1.0000e+20    1.62871525e-27     
   2.0000        2.0000e+20    1.08082654e-27     
   2.0000        5.0000e+20    6.52314620e-28     
   2.0000        1.0000e+21    4.44487430e-28     
   2.0000        2.0000e+21    2.88723841e-28     
   3.0000        1.0000e+14    1.94993001e-24     
   3.0000        2.0000e+14    1.93111010e-24     
   3.0000        5.0000e+14    1.89558550e-24     
   3.0000        1.0000e+15    1.85494284e-24     
   3.0000        2.0000e+15    1.79230169e-24     
   3.0000        5.0000e+15    1.64680443e-24     
   3.0000        1.0000e+16    1.46674449e-24     
   3.0000        2.0000e+16    1.22959555e-24     
   3.0000        5.0000e+16    8.85548168e-25     
   3.0000        1.0000e+17    6.50471766e-25     
   3.0000        2.0000e+17    4.60058386e-25     
   3.0000        5.0000e+17    2.79894052e-25     
   3.0000        1.0000e+18    1.88754746e-25     
   3.0000        2.0000e+18    1.26085859e-25     
   3.0000        5.0000e+18    7.32295008e-26     
   3.0000        1.0000e+19    4.84149261e-26     
   3.0000        2.0000e+19    3.18016471e-26     
   3.0000        5.0000e+19    1.77789867e-26     
   3.0000        1.0000e+20    1.13212588e-26     
   3.0000        2.0000e+20    7.29830967e-27     
   3.0000        5.0000e+20    4.17558596e-27     
   3.0000        1.0000e+21    2.68218140e-27     
   3.0000        2.0000e+21    1.63098794e-27     
   4.0000        1.0000e+14    5.95125832e-24     
   4.0000        2.0000e+14    5.89241913e-24     
   4.0000        5.0000e+14    5.78114750e-24     
   4.0000        1.0000e+15    5.65358813e-24     
   4.0000        2.0000e+15    5.45667078e-24     
   4.0000        5.0000e+15    4.99980923e-24     
   4.0000        1.0000e+16    4.43800445e-24     
   4.0000        2.0000e+16    3.70459122e-24     
   4.0000        5.0000e+16    2.65116381e-24     
   4.0000        1.0000e+17    1.93722990e-24     
   4.0000        2.0000e+17    1.36219849e-24     
   4.0000        5.0000e+17    8.21306139e-25     
   4.0000        1.0000e+18    5.49394291e-25     
   4.0000        2.0000e+18    3.63495665e-25     
   4.0000        5.0000e+18    2.08081743e-25     
   4.0000        1.0000e+19    1.35844252e-25     
   4.0000        2.0000e+19    8.79142622e-26     
   4.0000        5.0000e+19    4.81655244e-26     
   4.0000        1.0000e+20    3.02731822e-26     
   4.0000        2.0000e+20    1.92520413e-26     
   4.0000        5.0000e+20    1.07047461e-26     
   4.0000        1.0000e+21    6.66576214e-27     
   4.0000        2.0000e+21    3.92559245e-27     
   7.0000        1.0000e+14    2.61128557e-23     
   7.0000        2.0000e+14    2.58511859e-23     
   7.0000        5.0000e+14    2.53562119e-23     
   7.0000        1.0000e+15    2.47895677e-23     
   7.0000        2.0000e+15    2.39164256e-23     
   7.0000        5.0000e+15    2.18934231e-23     
   7.0000        1.0000e+16    1.94072445e-23     
   7.0000        2.0000e+16    1.61636747e-23     
   7.0000        5.0000e+16    1.15098067e-23     
   7.0000        1.0000e+17    8.36187373e-24     
   7.0000        2.0000e+17    5.83393537e-24     
   7.0000        5.0000e+17    3.46938558e-24     
   7.0000        1.0000e+18    2.29070504e-24     
   7.0000        2.0000e+18    1.49274058e-24     
   7.0000        5.0000e+18    8.35553494e-25     
   7.0000        1.0000e+19    5.35376247e-25     
   7.0000        2.0000e+19    3.39697819e-25     
   7.0000        5.0000e+19    1.81937568e-25     
   7.0000        1.0000e+20    1.12915541e-25     
   7.0000        2.0000e+20    7.07709383e-26     
   7.0000        5.0000e+20    3.79781698e-26     
   7.0000        1.0000e+21    2.27653336e-26     
   7.0000        2.0000e+21    1.29233659e-26     
   10.0000       1.0000e+14    4.86091302e-23     
   10.0000       2.0000e+14    4.81268712e-23     
   10.0000       5.0000e+14    4.72162784e-23     
   10.0000       1.0000e+15    4.61780626e-23     
   10.0000       2.0000e+15    4.45851472e-23     
   10.0000       5.0000e+15    4.08970403e-23     
   10.0000       1.0000e+16    3.63353552e-23     
   10.0000       2.0000e+16    3.03279371e-23     
   10.0000       5.0000e+16    2.16204675e-23     
   10.0000       1.0000e+17    1.56893423e-23     
   10.0000       2.0000e+17    1.09128336e-23     
   10.0000       5.0000e+17    6.44563851e-24     
   10.0000       1.0000e+18    4.22604446e-24     
