#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=12.dat'
#   Date of creation: 22. June 2021
#   Time of creation: 16:40:09
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(12)' coupled to the particle 'H+'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 11 given values between 1.0000 and 50.0000
#              T_i1: Fixed value 8000.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 23 given values between 1.0000e+14 and 2.0000e+21
#              n_i1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+14    2.38889936e-26     
   1.0000        2.0000e+14    2.70700759e-26     
   1.0000        5.0000e+14    3.29538036e-26     
   1.0000        1.0000e+15    3.78867304e-26     
   1.0000        2.0000e+15    4.24409505e-26     
   1.0000        5.0000e+15    4.71980585e-26     
   1.0000        1.0000e+16    4.97517267e-26     
   1.0000        2.0000e+16    5.15402579e-26     
   1.0000        5.0000e+16    5.30367395e-26     
   1.0000        1.0000e+17    5.37215627e-26     
   1.0000        2.0000e+17    5.41586107e-26     
   1.0000        5.0000e+17    5.44983520e-26     
   1.0000        1.0000e+18    5.46458783e-26     
   1.0000        2.0000e+18    5.47372146e-26     
   1.0000        5.0000e+18    5.48068917e-26     
   1.0000        1.0000e+19    5.48368907e-26     
   1.0000        2.0000e+19    5.48553330e-26     
   1.0000        5.0000e+19    5.48694741e-26     
   1.0000        1.0000e+20    5.48757811e-26     
   1.0000        2.0000e+20    5.48797671e-26     
   1.0000        5.0000e+20    5.48827554e-26     
   1.0000        1.0000e+21    5.48840444e-26     
   1.0000        2.0000e+21    5.48849568e-26     
   1.5000        1.0000e+14    1.38358464e-26     
   1.5000        2.0000e+14    1.52695333e-26     
   1.5000        5.0000e+14    1.78219118e-26     
   1.5000        1.0000e+15    1.98882081e-26     
   1.5000        2.0000e+15    2.17500681e-26     
   1.5000        5.0000e+15    2.36543837e-26     
   1.5000        1.0000e+16    2.46601475e-26     
   1.5000        2.0000e+16    2.53571218e-26     
   1.5000        5.0000e+16    2.59345795e-26     
   1.5000        1.0000e+17    2.61964961e-26     
   1.5000        2.0000e+17    2.63624676e-26     
   1.5000        5.0000e+17    2.64904696e-26     
   1.5000        1.0000e+18    2.65455266e-26     
   1.5000        2.0000e+18    2.65793261e-26     
   1.5000        5.0000e+18    2.66048361e-26     
   1.5000        1.0000e+19    2.66156290e-26     
   1.5000        2.0000e+19    2.66221762e-26     
   1.5000        5.0000e+19    2.66271395e-26     
   1.5000        1.0000e+20    2.66292863e-26     
   1.5000        2.0000e+20    2.66305872e-26     
   1.5000        5.0000e+20    2.66315336e-26     
   1.5000        1.0000e+21    2.66319446e-26     
   1.5000        2.0000e+21    2.66322326e-26     
   2.0000        1.0000e+14    9.24982062e-27     
   2.0000        2.0000e+14    1.00544241e-26     
   2.0000        5.0000e+14    1.14599520e-26     
   2.0000        1.0000e+15    1.25778404e-26     
   2.0000        2.0000e+15    1.35723106e-26     
   2.0000        5.0000e+15    1.45775728e-26     
   2.0000        1.0000e+16    1.51033580e-26     
   2.0000        2.0000e+16    1.54652563e-26     
   2.0000        5.0000e+16    1.57631396e-26     
   2.0000        1.0000e+17    1.58974394e-26     
   2.0000        2.0000e+17    1.59821465e-26     
   2.0000        5.0000e+17    1.60471497e-26     
   2.0000        1.0000e+18    1.60749520e-26     
   2.0000        2.0000e+18    1.60919433e-26     
   2.0000        5.0000e+18    1.61046881e-26     
   2.0000        1.0000e+19    1.61100309e-26     
   2.0000        2.0000e+19    1.61132540e-26     
   2.0000        5.0000e+19    1.61156791e-26     
   2.0000        1.0000e+20    1.61167070e-26     
   2.0000        2.0000e+20    1.61173171e-26     
   2.0000        5.0000e+20    1.61177568e-26     
   2.0000        1.0000e+21    1.61179481e-26     
   2.0000        2.0000e+21    1.61180785e-26     
