#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=15.dat'
#   Date of creation: 15. June 2021
#   Time of creation: 11:08:53
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(15)' coupled to the particle 'H(1)'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 11 given values between 1.0000 and 50.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 23 given values between 1.0000e+14 and 2.0000e+21
#              n_i1: Fixed value 0.0000
#              n_n1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+14    4.73031196e-28     
   1.0000        2.0000e+14    3.63099254e-28     
   1.0000        5.0000e+14    2.35171809e-28     
   1.0000        1.0000e+15    1.61142390e-28     
   1.0000        2.0000e+15    1.07091233e-28     
   1.0000        5.0000e+15    6.04581656e-29     
   1.0000        1.0000e+16    3.86675947e-29     
   1.0000        2.0000e+16    2.45876829e-29     
   1.0000        5.0000e+16    1.35078800e-29     
   1.0000        1.0000e+17    8.63083767e-30     
   1.0000        2.0000e+17    5.56248551e-30     
   1.0000        5.0000e+17    3.17080031e-30     
   1.0000        1.0000e+18    2.10872903e-30     
   1.0000        2.0000e+18    1.42686748e-30     
   1.0000        5.0000e+18    8.73116131e-31     
   1.0000        1.0000e+19    6.13578564e-31     
   1.0000        2.0000e+19    4.38597088e-31     
   1.0000        5.0000e+19    2.83989389e-31     
   1.0000        1.0000e+20    2.03212603e-31     
   1.0000        2.0000e+20    1.46597280e-31     
   1.0000        5.0000e+20    1.00187413e-31     
   1.0000        1.0000e+21    7.78237004e-32     
   1.0000        2.0000e+21    5.98251211e-32     
   1.5000        1.0000e+14    3.76698927e-26     
   1.5000        2.0000e+14    2.86494956e-26     
   1.5000        5.0000e+14    1.83702621e-26     
   1.5000        1.0000e+15    1.25113821e-26     
   1.5000        2.0000e+15    8.27208188e-27     
   1.5000        5.0000e+15    4.64151679e-27     
   1.5000        1.0000e+16    2.95480473e-27     
   1.5000        2.0000e+16    1.86918948e-27     
