#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=7.dat'
#   Date of creation: 22. June 2021
#   Time of creation: 16:40:09
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(7)' coupled to the particle 'H+'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 11 given values between 1.0000 and 50.0000
#              T_i1: Fixed value 8000.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 23 given values between 1.0000e+14 and 2.0000e+21
#              n_i1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+14    5.85469374e-27     
   1.0000        2.0000e+14    6.00314581e-27     
   1.0000        5.0000e+14    6.28526213e-27     
   1.0000        1.0000e+15    6.60552753e-27     
   1.0000        2.0000e+15    7.09166081e-27     
   1.0000        5.0000e+15    8.22505764e-27     
   1.0000        1.0000e+16    9.70870253e-27     
   1.0000        2.0000e+16    1.18414175e-26     
   1.0000        5.0000e+16    1.52669961e-26     
   1.0000        1.0000e+17    1.77874483e-26     
   1.0000        2.0000e+17    1.99070093e-26     
   1.0000        5.0000e+17    2.19473540e-26     
   1.0000        1.0000e+18    2.29787370e-26     
   1.0000        2.0000e+18    2.36754355e-26     
   1.0000        5.0000e+18    2.42455764e-26     
   1.0000        1.0000e+19    2.45042898e-26     
   1.0000        2.0000e+19    2.46682708e-26     
   1.0000        5.0000e+19    2.47973350e-26     
   1.0000        1.0000e+20    2.48561598e-26     
   1.0000        2.0000e+20    2.48938084e-26     
   1.0000        5.0000e+20    2.49222902e-26     
   1.0000        1.0000e+21    2.49346694e-26     
   1.0000        2.0000e+21    2.49434921e-26     
   1.5000        1.0000e+14    3.72721359e-27     
   1.5000        2.0000e+14    3.79414925e-27     
   1.5000        5.0000e+14    3.92105139e-27     
   1.5000        1.0000e+15    4.06565577e-27     
   1.5000        2.0000e+15    4.28674136e-27     
   1.5000        5.0000e+15    4.80196714e-27     
   1.5000        1.0000e+16    5.45934600e-27     
   1.5000        2.0000e+16    6.36385550e-27     
   1.5000        5.0000e+16    7.73786594e-27     
   1.5000        1.0000e+17    8.70345412e-27     
   1.5000        2.0000e+17    9.49162896e-27     
   1.5000        5.0000e+17    1.02315096e-26     
   1.5000        1.0000e+18    1.05976029e-26     
   1.5000        2.0000e+18    1.08412236e-26     
   1.5000        5.0000e+18    1.10375024e-26     
   1.5000        1.0000e+19    1.11246651e-26     
   1.5000        2.0000e+19    1.11790697e-26     
   1.5000        5.0000e+19    1.12213591e-26     
   1.5000        1.0000e+20    1.12400210e-26     
   1.5000        2.0000e+20    1.12514563e-26     
   1.5000        5.0000e+20    1.12598469e-26     
   1.5000        1.0000e+21    1.12635209e-26     
   1.5000        2.0000e+21    1.12661133e-26     
   2.0000        1.0000e+14    2.65825427e-27     
   2.0000        2.0000e+14    2.69589604e-27     
   2.0000        5.0000e+14    2.76673592e-27     
   2.0000        1.0000e+15    2.84721373e-27     
   2.0000        2.0000e+15    2.97030159e-27     
   2.0000        5.0000e+15    3.25604658e-27     
   2.0000        1.0000e+16    3.61465351e-27     
   2.0000        2.0000e+16    4.09616795e-27     
   2.0000        5.0000e+16    4.80665183e-27     
   2.0000        1.0000e+17    5.29443515e-27     
   2.0000        2.0000e+17    5.68671752e-27     
   2.0000        5.0000e+17    6.05040277e-27     
   2.0000        1.0000e+18    6.22845263e-27     
   2.0000        2.0000e+18    6.34611040e-27     
   2.0000        5.0000e+18    6.44013584e-27     
   2.0000        1.0000e+19    6.48144248e-27     
   2.0000        2.0000e+19    6.50706702e-27     
   2.0000        5.0000e+19    6.52682920e-27     
   2.0000        1.0000e+20    6.53536831e-27     
