#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=19.dat'
#   Date of creation: 22. June 2021
#   Time of creation: 16:40:09
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(19)' coupled to the particle 'H+'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 11 given values between 1.0000 and 50.0000
#              T_i1: Fixed value 8000.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 23 given values between 1.0000e+14 and 2.0000e+21
#              n_i1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+14    9.40560819e-26     
   1.0000        2.0000e+14    9.97963285e-26     
   1.0000        5.0000e+14    1.05092201e-25     
   1.0000        1.0000e+15    1.07705608e-25     
   1.0000        2.0000e+15    1.09454264e-25     
   1.0000        5.0000e+15    1.10869265e-25     
   1.0000        1.0000e+16    1.11502451e-25     
   1.0000        2.0000e+16    1.11901618e-25     
   1.0000        5.0000e+16    1.12208862e-25     
   1.0000        1.0000e+17    1.12341085e-25     
   1.0000        2.0000e+17    1.12422445e-25     
   1.0000        5.0000e+17    1.12483827e-25     
   1.0000        1.0000e+18    1.12509876e-25     
   1.0000        2.0000e+18    1.12525779e-25     
   1.0000        5.0000e+18    1.12537766e-25     
   1.0000        1.0000e+19    1.12542878e-25     
   1.0000        2.0000e+19    1.12546003e-25     
   1.0000        5.0000e+19    1.12548387e-25     
   1.0000        1.0000e+20    1.12549446e-25     
   1.0000        2.0000e+20    1.12550113e-25     
   1.0000        5.0000e+20    1.12550613e-25     
   1.0000        1.0000e+21    1.12550828e-25     
   1.0000        2.0000e+21    1.12550980e-25     
   1.5000        1.0000e+14    4.93289033e-26     
   1.5000        2.0000e+14    5.18021304e-26     
   1.5000        5.0000e+14    5.40496196e-26     
   1.5000        1.0000e+15    5.51439550e-26     
   1.5000        2.0000e+15    5.58690308e-26     
   1.5000        5.0000e+15    5.64500015e-26     
   1.5000        1.0000e+16    5.67075746e-26     
   1.5000        2.0000e+16    5.68687993e-26     
   1.5000        5.0000e+16    5.69919597e-26     
   1.5000        1.0000e+17    5.70445549e-26     
   1.5000        2.0000e+17    5.70767047e-26     
   1.5000        5.0000e+17    5.71007735e-26     
   1.5000        1.0000e+18    5.71108914e-26     
   1.5000        2.0000e+18    5.71170159e-26     
   1.5000        5.0000e+18    5.71215825e-26     
   1.5000        1.0000e+19    5.71234963e-26     
   1.5000        2.0000e+19    5.71246504e-26     
   1.5000        5.0000e+19    5.71255207e-26     
   1.5000        1.0000e+20    5.71258955e-26     
   1.5000        2.0000e+20    5.71261220e-26     
   1.5000        5.0000e+20    5.71262865e-26     
   1.5000        1.0000e+21    5.71263578e-26     
   1.5000        2.0000e+21    5.71264077e-26     
   2.0000        1.0000e+14    3.12371576e-26     
   2.0000        2.0000e+14    3.26340035e-26     
   2.0000        5.0000e+14    3.38905595e-26     
   2.0000        1.0000e+15    3.44963773e-26     
   2.0000        2.0000e+15    3.48946279e-26     
   2.0000        5.0000e+15    3.52110576e-26     
   2.0000        1.0000e+16    3.53501916e-26     
   2.0000        2.0000e+16    3.54367181e-26     
   2.0000        5.0000e+16    3.55023657e-26     
   2.0000        1.0000e+17    3.55302123e-26     
   2.0000        2.0000e+17    3.55471429e-26     
   2.0000        5.0000e+17    3.55597445e-26     
   2.0000        1.0000e+18    3.55650079e-26     
   2.0000        2.0000e+18    3.55681776e-26     
   2.0000        5.0000e+18    3.55705250e-26     
   2.0000        1.0000e+19    3.55714993e-26     
   2.0000        2.0000e+19    3.55720833e-26     
   2.0000        5.0000e+19    3.55725202e-26     
   2.0000        1.0000e+20    3.55727046e-26     
   2.0000        2.0000e+20    3.55728137e-26     
   2.0000        5.0000e+20    3.55728922e-26     
   2.0000        1.0000e+21    3.55729262e-26     
   2.0000        2.0000e+21    3.55729494e-26     
   3.0000        1.0000e+14    1.66286159e-26     
   3.0000        2.0000e+14    1.72802526e-26     
   3.0000        5.0000e+14    1.78600247e-26     
   3.0000        1.0000e+15    1.81362273e-26     
   3.0000        2.0000e+15    1.83159175e-26     
   3.0000        5.0000e+15    1.84569947e-26     
   3.0000        1.0000e+16    1.85182552e-26     
   3.0000        2.0000e+16    1.85559622e-26     
   3.0000        5.0000e+16    1.85842513e-26     
   3.0000        1.0000e+17    1.85961168e-26     
   3.0000        2.0000e+17    1.86032671e-26     
   3.0000        5.0000e+17    1.86085389e-26     
   3.0000        1.0000e+18    1.86107196e-26     
   3.0000        2.0000e+18    1.86120232e-26     
   3.0000        5.0000e+18    1.86129797e-26     
   3.0000        1.0000e+19    1.86133724e-26     
   3.0000        2.0000e+19    1.86136063e-26     
   3.0000        5.0000e+19    1.86137794e-26     
   3.0000        1.0000e+20    1.86138507e-26     
   3.0000        2.0000e+20    1.86138922e-26     
   3.0000        5.0000e+20    1.86139219e-26     
   3.0000        1.0000e+21    1.86139347e-26     
   3.0000        2.0000e+21    1.86139431e-26     
   5.0000        1.0000e+14    7.56198749e-27     
   5.0000        2.0000e+14    7.83011677e-27     
   5.0000        5.0000e+14    8.06648823e-27     
   5.0000        1.0000e+15    8.17769151e-27     
   5.0000        2.0000e+15    8.24912459e-27     
   5.0000        5.0000e+15    8.30430210e-27     
   5.0000        1.0000e+16    8.32781710e-27     
   5.0000        2.0000e+16    8.34205024e-27     
   5.0000        5.0000e+16    8.35252068e-27     
   5.0000        1.0000e+17    8.35682093e-27     
   5.0000        2.0000e+17    8.35936737e-27     
   5.0000        5.0000e+17    8.36120906e-27     
   5.0000        1.0000e+18    8.36195623e-27     
   5.0000        2.0000e+18    8.36239623e-27     
   5.0000        5.0000e+18    8.36271360e-27     
   5.0000        1.0000e+19    8.36284180e-27     
   5.0000        2.0000e+19    8.36291736e-27     
   5.0000        5.0000e+19    8.36297237e-27     
   5.0000        1.0000e+20    8.36299454e-27     
   5.0000        2.0000e+20    8.36300728e-27     
   5.0000        5.0000e+20    8.36301642e-27     
   5.0000        1.0000e+21    8.36302033e-27     
   5.0000        2.0000e+21    8.36302277e-27     
   7.0000        1.0000e+14    4.51788248e-27     
   7.0000        2.0000e+14    4.67323747e-27     
   7.0000        5.0000e+14    4.80989788e-27     
   7.0000        1.0000e+15    4.87385188e-27     
   7.0000        2.0000e+15    4.91465867e-27     
   7.0000        5.0000e+15    4.94587141e-27     
   7.0000        1.0000e+16    4.95900786e-27     
   7.0000        2.0000e+16    4.96686252e-27     
   7.0000        5.0000e+16    4.97255199e-27     
   7.0000        1.0000e+17    4.97484719e-27     
   7.0000        2.0000e+17    4.97618468e-27     
   7.0000        5.0000e+17    4.97713391e-27     
   7.0000        1.0000e+18    4.97751130e-27     
   7.0000        2.0000e+18    4.97772982e-27     
   7.0000        5.0000e+18    4.97788451e-27     
   7.0000        1.0000e+19    4.97794589e-27     
   7.0000        2.0000e+19    4.97798156e-27     
   7.0000        5.0000e+19    4.97800710e-27     
   7.0000        1.0000e+20    4.97801723e-27     
   7.0000        2.0000e+20    4.97802301e-27     
   7.0000        5.0000e+20    4.97802714e-27     
   7.0000        1.0000e+21    4.97802889e-27     
   7.0000        2.0000e+21    4.97802995e-27     
   10.0000       1.0000e+14    2.62546015e-27     
   10.0000       2.0000e+14    2.71474772e-27     
   10.0000       5.0000e+14    2.79340163e-27     
   10.0000       1.0000e+15    2.83012130e-27     
   10.0000       2.0000e+15    2.85343666e-27     
   10.0000       5.0000e+15    2.87112137e-27     
   10.0000       1.0000e+16    2.87847676e-27     
   10.0000       2.0000e+16    2.88282012e-27     
   10.0000       5.0000e+16    2.88591315e-27     
   10.0000       1.0000e+17    2.88713476e-27     
