#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=18.dat'
#   Date of creation: 22. June 2021
#   Time of creation: 16:40:09
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(18)' coupled to the particle 'H+'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 11 given values between 1.0000 and 50.0000
#              T_i1: Fixed value 8000.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 23 given values between 1.0000e+14 and 2.0000e+21
#              n_i1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+14    8.23574499e-26     
   1.0000        2.0000e+14    8.85851484e-26     
   1.0000        5.0000e+14    9.45600256e-26     
   1.0000        1.0000e+15    9.75916985e-26     
   1.0000        2.0000e+15    9.96531026e-26     
   1.0000        5.0000e+15    1.01342527e-25     
   1.0000        1.0000e+16    1.02105580e-25     
   1.0000        2.0000e+16    1.02589268e-25     
   1.0000        5.0000e+16    1.02963236e-25     
   1.0000        1.0000e+17    1.03124721e-25     
   1.0000        2.0000e+17    1.03224292e-25     
   1.0000        5.0000e+17    1.03299544e-25     
   1.0000        1.0000e+18    1.03331522e-25     
   1.0000        2.0000e+18    1.03351061e-25     
   1.0000        5.0000e+18    1.03365800e-25     
   1.0000        1.0000e+19    1.03372090e-25     
   1.0000        2.0000e+19    1.03375935e-25     
   1.0000        5.0000e+19    1.03378870e-25     
   1.0000        1.0000e+20    1.03380174e-25     
   1.0000        2.0000e+20    1.03380996e-25     
   1.0000        5.0000e+20    1.03381611e-25     
   1.0000        1.0000e+21    1.03381876e-25     
   1.0000        2.0000e+21    1.03382063e-25     
   1.5000        1.0000e+14    4.33643114e-26     
   1.5000        2.0000e+14    4.60418010e-26     
   1.5000        5.0000e+14    4.85688188e-26     
   1.5000        1.0000e+15    4.98330570e-26     
   1.5000        2.0000e+15    5.06840106e-26     
   1.5000        5.0000e+15    5.13744619e-26     
   1.5000        1.0000e+16    5.16834303e-26     
   1.5000        2.0000e+16    5.18778996e-26     
   1.5000        5.0000e+16    5.20271340e-26     
   1.5000        1.0000e+17    5.20910874e-26     
   1.5000        2.0000e+17    5.21302642e-26     
   1.5000        5.0000e+17    5.21596472e-26     
   1.5000        1.0000e+18    5.21720168e-26     
   1.5000        2.0000e+18    5.21795109e-26     
   1.5000        5.0000e+18    5.21851033e-26     
   1.5000        1.0000e+19    5.21874483e-26     
   1.5000        2.0000e+19    5.21888632e-26     
   1.5000        5.0000e+19    5.21899304e-26     
   1.5000        1.0000e+20    5.21903901e-26     
   1.5000        2.0000e+20    5.21906680e-26     
   1.5000        5.0000e+20    5.21908698e-26     
   1.5000        1.0000e+21    5.21909573e-26     
   1.5000        2.0000e+21    5.21910185e-26     
   2.0000        1.0000e+14    2.75025259e-26     
   2.0000        2.0000e+14    2.90088993e-26     
   2.0000        5.0000e+14    3.04158389e-26     
   2.0000        1.0000e+15    3.11127277e-26     
   2.0000        2.0000e+15    3.15781374e-26     
   2.0000        5.0000e+15    3.19526445e-26     
   2.0000        1.0000e+16    3.21188801e-26     
   2.0000        2.0000e+16    3.22228514e-26     
   2.0000        5.0000e+16    3.23021082e-26     
   2.0000        1.0000e+17    3.23358513e-26     
   2.0000        2.0000e+17    3.23564139e-26     
   2.0000        5.0000e+17    3.23717487e-26     
   2.0000        1.0000e+18    3.23781636e-26     
   2.0000        2.0000e+18    3.23820306e-26     
   2.0000        5.0000e+18    3.23848969e-26     
   2.0000        1.0000e+19    3.23860874e-26     
   2.0000        2.0000e+19    3.23868014e-26     
   2.0000        5.0000e+19    3.23873357e-26     
   2.0000        1.0000e+20    3.23875612e-26     
   2.0000        2.0000e+20    3.23876947e-26     
   2.0000        5.0000e+20    3.23877907e-26     
   2.0000        1.0000e+21    3.23878324e-26     
   2.0000        2.0000e+21    3.23878608e-26     
   3.0000        1.0000e+14    1.46664900e-26     
   3.0000        2.0000e+14    1.53642419e-26     
   3.0000        5.0000e+14    1.60088625e-26     
   3.0000        1.0000e+15    1.63244356e-26     
   3.0000        2.0000e+15    1.65330545e-26     
   3.0000        5.0000e+15    1.66989810e-26     
   3.0000        1.0000e+16    1.67717408e-26     
   3.0000        2.0000e+16    1.68167941e-26     
   3.0000        5.0000e+16    1.68507649e-26     
   3.0000        1.0000e+17    1.68650704e-26     
   3.0000        2.0000e+17    1.68737127e-26     
   3.0000        5.0000e+17    1.68800986e-26     
   3.0000        1.0000e+18    1.68827447e-26     
   3.0000        2.0000e+18    1.68843285e-26     
   3.0000        5.0000e+18    1.68854917e-26     
   3.0000        1.0000e+19    1.68859696e-26     
   3.0000        2.0000e+19    1.68862544e-26     
   3.0000        5.0000e+19    1.68864653e-26     
   3.0000        1.0000e+20    1.68865523e-26     
   3.0000        2.0000e+20    1.68866028e-26     
   3.0000        5.0000e+20    1.68866391e-26     
   3.0000        1.0000e+21    1.68866548e-26     
   3.0000        2.0000e+21    1.68866650e-26     
   5.0000        1.0000e+14    6.67558765e-27     
   5.0000        2.0000e+14    6.95936048e-27     
   5.0000        5.0000e+14    7.21937319e-27     
   5.0000        1.0000e+15    7.34517927e-27     
   5.0000        2.0000e+15    7.42734396e-27     
   5.0000        5.0000e+15    7.49167392e-27     
   5.0000        1.0000e+16    7.51937382e-27     
   5.0000        2.0000e+16    7.53624723e-27     
   5.0000        5.0000e+16    7.54872786e-27     
   5.0000        1.0000e+17    7.55387638e-27     
   5.0000        2.0000e+17    7.55693386e-27     
   5.0000        5.0000e+17    7.55915081e-27     
   5.0000        1.0000e+18    7.56005215e-27     
   5.0000        2.0000e+18    7.56058371e-27     
   5.0000        5.0000e+18    7.56096763e-27     
   5.0000        1.0000e+19    7.56112288e-27     
   5.0000        2.0000e+19    7.56121445e-27     
   5.0000        5.0000e+19    7.56128116e-27     
   5.0000        1.0000e+20    7.56130806e-27     
   5.0000        2.0000e+20    7.56132353e-27     
   5.0000        5.0000e+20    7.56133463e-27     
   5.0000        1.0000e+21    7.56133938e-27     
   5.0000        2.0000e+21    7.56134234e-27     
   7.0000        1.0000e+14    3.98881572e-27     
   7.0000        2.0000e+14    4.15182635e-27     
   7.0000        5.0000e+14    4.30102896e-27     
   7.0000        1.0000e+15    4.37289720e-27     
   7.0000        2.0000e+15    4.41954310e-27     
   7.0000        5.0000e+15    4.45572176e-27     
   7.0000        1.0000e+16    4.47111135e-27     
   7.0000        2.0000e+16    4.48037418e-27     
   7.0000        5.0000e+16    4.48712184e-27     
   7.0000        1.0000e+17    4.48985659e-27     
   7.0000        2.0000e+17    4.49145507e-27     
   7.0000        5.0000e+17    4.49259266e-27     
   7.0000        1.0000e+18    4.49304601e-27     
   7.0000        2.0000e+18    4.49330894e-27     
   7.0000        5.0000e+18    4.49349535e-27     
   7.0000        1.0000e+19    4.49356941e-27     
   7.0000        2.0000e+19    4.49361250e-27     
   7.0000        5.0000e+19    4.49364337e-27     
   7.0000        1.0000e+20    4.49365562e-27     
   7.0000        2.0000e+20    4.49366262e-27     
   7.0000        5.0000e+20    4.49366762e-27     
   7.0000        1.0000e+21    4.49366974e-27     
   7.0000        2.0000e+21    4.49367103e-27     
   10.0000       1.0000e+14    2.31801416e-27     
   10.0000       2.0000e+14    2.41080251e-27     
   10.0000       5.0000e+14    2.49598045e-27     
   10.0000       1.0000e+15    2.53695489e-27     
   10.0000       2.0000e+15    2.56343599e-27     
   10.0000       5.0000e+15    2.58381272e-27     
   10.0000       1.0000e+16    2.59238151e-27     
   10.0000       2.0000e+16    2.59747584e-27     
   10.0000       5.0000e+16    2.60112485e-27     
   10.0000       1.0000e+17    2.60257291e-27     
   10.0000       2.0000e+17    2.60340227e-27     
   10.0000       5.0000e+17    2.60397750e-27     
   10.0000       1.0000e+18    2.60420001e-27     
   10.0000       2.0000e+18    2.60432563e-27     
   10.0000       5.0000e+18    2.60441194e-27     
   10.0000       1.0000e+19    2.60444512e-27     
   10.0000       2.0000e+19    2.60446389e-27     
   10.0000       5.0000e+19    2.60447692e-27     
   10.0000       1.0000e+20    2.60448194e-27     
   10.0000       2.0000e+20    2.60448476e-27     
   10.0000       5.0000e+20    2.60448675e-27     
   10.0000       1.0000e+21    2.60448757e-27     
   10.0000       2.0000e+21    2.60448805e-27     
   15.0000       1.0000e+14    1.25917009e-27     
   15.0000       2.0000e+14    1.30865753e-27     
   15.0000       5.0000e+14    1.35446245e-27     
   15.0000       1.0000e+15    1.37656107e-27     
   15.0000       2.0000e+15    1.39082029e-27     
   15.0000       5.0000e+15    1.40172893e-27     
   15.0000       1.0000e+16    1.40626932e-27     
