#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=9.dat'
#   Date of creation: 15. June 2021
#   Time of creation: 11:08:53
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(9)' coupled to the particle 'H(1)'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 11 given values between 1.0000 and 50.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 23 given values between 1.0000e+14 and 2.0000e+21
#              n_i1: Fixed value 0.0000
#              n_n1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+14    3.76360179e-28     
   1.0000        2.0000e+14    3.68695474e-28     
   1.0000        5.0000e+14    3.51409681e-28     
   1.0000        1.0000e+15    3.28194393e-28     
   1.0000        2.0000e+15    2.92342374e-28     
   1.0000        5.0000e+15    2.28355042e-28     
   1.0000        1.0000e+16    1.76448495e-28     
   1.0000        2.0000e+16    1.29674215e-28     
   1.0000        5.0000e+16    8.17395945e-29     
   1.0000        1.0000e+17    5.62184937e-29     
   1.0000        2.0000e+17    3.82673888e-29     
   1.0000        5.0000e+17    2.29559683e-29     
   1.0000        1.0000e+18    1.56826851e-29     
   1.0000        2.0000e+18    1.08206881e-29     
   1.0000        5.0000e+18    6.73735738e-30     
   1.0000        1.0000e+19    4.77525811e-30     
   1.0000        2.0000e+19    3.43330153e-30     
   1.0000        5.0000e+19    2.23350774e-30     
   1.0000        1.0000e+20    1.60145425e-30     
   1.0000        2.0000e+20    1.15671409e-30     
   1.0000        5.0000e+20    7.91271505e-31     
   1.0000        1.0000e+21    6.14895791e-31     
   1.0000        2.0000e+21    4.72799559e-31     
   1.5000        1.0000e+14    3.00012297e-26     
   1.5000        2.0000e+14    2.93204972e-26     
   1.5000        5.0000e+14    2.77658520e-26     
   1.5000        1.0000e+15    2.56926377e-26     
   1.5000        2.0000e+15    2.25844857e-26     
   1.5000        5.0000e+15    1.72870297e-26     
   1.5000        1.0000e+16    1.31616729e-26     
   1.5000        2.0000e+16    9.54316817e-27     
   1.5000        5.0000e+16    5.91703581e-27     
   1.5000        1.0000e+17    4.01871452e-27     
   1.5000        2.0000e+17    2.69828234e-27     
   1.5000        5.0000e+17    1.58398638e-27     
   1.5000        1.0000e+18    1.06066772e-27     
   1.5000        2.0000e+18    7.14082324e-28     
   1.5000        5.0000e+18    4.26859637e-28     
