#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=17.dat'
#   Date of creation: 22. June 2021
#   Time of creation: 16:40:09
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(17)' coupled to the particle 'H+'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 11 given values between 1.0000 and 50.0000
#              T_i1: Fixed value 8000.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 23 given values between 1.0000e+14 and 2.0000e+21
#              n_i1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+14    7.08208901e-26     
   1.0000        2.0000e+14    7.74105368e-26     
   1.0000        5.0000e+14    8.40615896e-26     
   1.0000        1.0000e+15    8.75601518e-26     
   1.0000        2.0000e+15    8.99890658e-26     
   1.0000        5.0000e+15    9.20126064e-26     
   1.0000        1.0000e+16    9.29375334e-26     
   1.0000        2.0000e+16    9.35279495e-26     
   1.0000        5.0000e+16    9.39870316e-26     
   1.0000        1.0000e+17    9.41861201e-26     
   1.0000        2.0000e+17    9.43091968e-26     
   1.0000        5.0000e+17    9.44024143e-26     
   1.0000        1.0000e+18    9.44420942e-26     
   1.0000        2.0000e+18    9.44663642e-26     
   1.0000        5.0000e+18    9.44846883e-26     
   1.0000        1.0000e+19    9.44925134e-26     
   1.0000        2.0000e+19    9.44973002e-26     
   1.0000        5.0000e+19    9.45009545e-26     
   1.0000        1.0000e+20    9.45025783e-26     
   1.0000        2.0000e+20    9.45036023e-26     
   1.0000        5.0000e+20    9.45043687e-26     
   1.0000        1.0000e+21    9.45046989e-26     
   1.0000        2.0000e+21    9.45049323e-26     
   1.5000        1.0000e+14    3.75397059e-26     
   1.5000        2.0000e+14    4.03703994e-26     
   1.5000        5.0000e+14    4.31758007e-26     
   1.5000        1.0000e+15    4.46291250e-26     
   1.5000        2.0000e+15    4.56273680e-26     
   1.5000        5.0000e+15    4.64504477e-26     
   1.5000        1.0000e+16    4.68231345e-26     
   1.5000        2.0000e+16    4.70593537e-26     
   1.5000        5.0000e+16    4.72416646e-26     
   1.5000        1.0000e+17    4.73201336e-26     
   1.5000        2.0000e+17    4.73683308e-26     
   1.5000        5.0000e+17    4.74045602e-26     
   1.5000        1.0000e+18    4.74198390e-26     
   1.5000        2.0000e+18    4.74291058e-26     
   1.5000        5.0000e+18    4.74360276e-26     
   1.5000        1.0000e+19    4.74389324e-26     
   1.5000        2.0000e+19    4.74406857e-26     
   1.5000        5.0000e+19    4.74420088e-26     
   1.5000        1.0000e+20    4.74425789e-26     
   1.5000        2.0000e+20    4.74429237e-26     
   1.5000        5.0000e+20    4.74431741e-26     
   1.5000        1.0000e+21    4.74432827e-26     
   1.5000        2.0000e+21    4.74433586e-26     
   2.0000        1.0000e+14    2.38813318e-26     
   2.0000        2.0000e+14    2.54681363e-26     
   2.0000        5.0000e+14    2.70235686e-26     
   2.0000        1.0000e+15    2.78211556e-26     
   2.0000        2.0000e+15    2.83646842e-26     
   2.0000        5.0000e+15    2.88091594e-26     
   2.0000        1.0000e+16    2.90088198e-26     
   2.0000        2.0000e+16    2.91345898e-26     
   2.0000        5.0000e+16    2.92310290e-26     
   2.0000        1.0000e+17    2.92722739e-26     
   2.0000        2.0000e+17    2.92974785e-26     
   2.0000        5.0000e+17    2.93163199e-26     
   2.0000        1.0000e+18    2.93242167e-26     
   2.0000        2.0000e+18    2.93289826e-26     
   2.0000        5.0000e+18    2.93325189e-26     
   2.0000        1.0000e+19    2.93339889e-26     
   2.0000        2.0000e+19    2.93348710e-26     
   2.0000        5.0000e+19    2.93355315e-26     
   2.0000        1.0000e+20    2.93358103e-26     
   2.0000        2.0000e+20    2.93359754e-26     
   2.0000        5.0000e+20    2.93360942e-26     
   2.0000        1.0000e+21    2.93361458e-26     
   2.0000        2.0000e+21    2.93361809e-26     
   3.0000        1.0000e+14    1.27793132e-26     
   3.0000        2.0000e+14    1.35088767e-26     
   3.0000        5.0000e+14    1.42162283e-26     
   3.0000        1.0000e+15    1.45747641e-26     
   3.0000        2.0000e+15    1.48166676e-26     
   3.0000        5.0000e+15    1.50122469e-26     
   3.0000        1.0000e+16    1.50990679e-26     
   3.0000        2.0000e+16    1.51532281e-26     
   3.0000        5.0000e+16    1.51943196e-26     
   3.0000        1.0000e+17    1.52117078e-26     
   3.0000        2.0000e+17    1.52222447e-26     
   3.0000        5.0000e+17    1.52300510e-26     
   3.0000        1.0000e+18    1.52332927e-26     
   3.0000        2.0000e+18    1.52352355e-26     
   3.0000        5.0000e+18    1.52366641e-26     
   3.0000        1.0000e+19    1.52372517e-26     
   3.0000        2.0000e+19    1.52376022e-26     
   3.0000        5.0000e+19    1.52378617e-26     
   3.0000        1.0000e+20    1.52379688e-26     
   3.0000        2.0000e+20    1.52380311e-26     
   3.0000        5.0000e+20    1.52380758e-26     
   3.0000        1.0000e+21    1.52380951e-26     
   3.0000        2.0000e+21    1.52381077e-26     
   5.0000        1.0000e+14    5.83032620e-27     
   5.0000        2.0000e+14    6.12315604e-27     
   5.0000        5.0000e+14    6.40505210e-27     
   5.0000        1.0000e+15    6.54640610e-27     
   5.0000        2.0000e+15    6.64068782e-27     
   5.0000        5.0000e+15    6.71577106e-27     
   5.0000        1.0000e+16    6.74851990e-27     
   5.0000        2.0000e+16    6.76862659e-27     
   5.0000        5.0000e+16    6.78359845e-27     
   5.0000        1.0000e+17    6.78980781e-27     
   5.0000        2.0000e+17    6.79350799e-27     
   5.0000        5.0000e+17    6.79619917e-27     
   5.0000        1.0000e+18    6.79729610e-27     
   5.0000        2.0000e+18    6.79794410e-27     
   5.0000        5.0000e+18    6.79841285e-27     
   5.0000        1.0000e+19    6.79860264e-27     
   5.0000        2.0000e+19    6.79871469e-27     
   5.0000        5.0000e+19    6.79879639e-27     
   5.0000        1.0000e+20    6.79882935e-27     
   5.0000        2.0000e+20    6.79884831e-27     
   5.0000        5.0000e+20    6.79886192e-27     
   5.0000        1.0000e+21    6.79886775e-27     
   5.0000        2.0000e+21    6.79887139e-27     
   7.0000        1.0000e+14    3.48665834e-27     
   7.0000        2.0000e+14    3.65317492e-27     
   7.0000        5.0000e+14    3.81351880e-27     
   7.0000        1.0000e+15    3.89364254e-27     
   7.0000        2.0000e+15    3.94678419e-27     
   7.0000        5.0000e+15    3.98872888e-27     
   7.0000        1.0000e+16    4.00680972e-27     
   7.0000        2.0000e+16    4.01778143e-27     
   7.0000        5.0000e+16    4.02582967e-27     
   7.0000        1.0000e+17    4.02910990e-27     
   7.0000        2.0000e+17    4.03103424e-27     
   7.0000        5.0000e+17    4.03240825e-27     
   7.0000        1.0000e+18    4.03295736e-27     
   7.0000        2.0000e+18    4.03327643e-27     
   7.0000        5.0000e+18    4.03350306e-27     
   7.0000        1.0000e+19    4.03359323e-27     
   7.0000        2.0000e+19    4.03364575e-27     
   7.0000        5.0000e+19    4.03368342e-27     
   7.0000        1.0000e+20    4.03369839e-27     
   7.0000        2.0000e+20    4.03370693e-27     
   7.0000        5.0000e+20    4.03371305e-27     
   7.0000        1.0000e+21    4.03371564e-27     
   7.0000        2.0000e+21    4.03371722e-27     
   10.0000       1.0000e+14    2.02745914e-27     
   10.0000       2.0000e+14    2.12115259e-27     
   10.0000       5.0000e+14    2.21181055e-27     
   10.0000       1.0000e+15    2.25711436e-27     
   10.0000       2.0000e+15    2.28705734e-27     
   10.0000       5.0000e+15    2.31051882e-27     
   10.0000       1.0000e+16    2.32052099e-27     
   10.0000       2.0000e+16    2.32651760e-27     
   10.0000       5.0000e+16    2.33084361e-27     
   10.0000       1.0000e+17    2.33257026e-27     
   10.0000       2.0000e+17    2.33356290e-27     
   10.0000       5.0000e+17    2.33425371e-27     
   10.0000       1.0000e+18    2.33452172e-27     
   10.0000       2.0000e+18    2.33467333e-27     
   10.0000       5.0000e+18    2.33477770e-27     
   10.0000       1.0000e+19    2.33481790e-27     
   10.0000       2.0000e+19    2.33484066e-27     
   10.0000       5.0000e+19    2.33485648e-27     
   10.0000       1.0000e+20    2.33486259e-27     
   10.0000       2.0000e+20    2.33486602e-27     
   10.0000       5.0000e+20    2.33486844e-27     
   10.0000       1.0000e+21    2.33486944e-27     
   10.0000       2.0000e+21    2.33487003e-27     
   15.0000       1.0000e+14    1.10252187e-27     
   15.0000       2.0000e+14    1.15179927e-27     
   15.0000       5.0000e+14    1.20000690e-27     
   15.0000       1.0000e+15    1.22421448e-27     
   15.0000       2.0000e+15    1.24020598e-27     
   15.0000       5.0000e+15    1.25267306e-27     
   15.0000       1.0000e+16    1.25793638e-27     
   15.0000       2.0000e+16    1.26105412e-27     
   15.0000       5.0000e+16    1.26326294e-27     
   15.0000       1.0000e+17    1.26412310e-27     
   15.0000       2.0000e+17    1.26460498e-27     
   15.0000       5.0000e+17    1.26492858e-27     
   15.0000       1.0000e+18    1.26504851e-27     
   15.0000       2.0000e+18    1.26511332e-27     
   15.0000       5.0000e+18    1.26515533e-27     
   15.0000       1.0000e+19    1.26517040e-27     
   15.0000       2.0000e+19    1.26517836e-27     
   15.0000       5.0000e+19    1.26518342e-27     
   15.0000       1.0000e+20    1.26518520e-27     
   15.0000       2.0000e+20    1.26518614e-27     
   15.0000       5.0000e+20    1.26518675e-27     
   15.0000       1.0000e+21    1.26518698e-27     
   15.0000       2.0000e+21    1.26518710e-27     
   20.0000       1.0000e+14    7.10984481e-28     
   20.0000       2.0000e+14    7.43000399e-28     
   20.0000       5.0000e+14    7.74660674e-28     
   20.0000       1.0000e+15    7.90654980e-28     
   20.0000       2.0000e+15    8.01237358e-28     
   20.0000       5.0000e+15    8.09474748e-28     
   20.0000       1.0000e+16    8.12935287e-28     
   20.0000       2.0000e+16    8.14970768e-28     
   20.0000       5.0000e+16    8.16396238e-28     
   20.0000       1.0000e+17    8.16941935e-28     
   20.0000       2.0000e+17    8.17241763e-28     
   20.0000       5.0000e+17    8.17437303e-28     
   20.0000       1.0000e+18    8.17506824e-28     
   20.0000       2.0000e+18    8.17542667e-28     
   20.0000       5.0000e+18    8.17564329e-28     
   20.0000       1.0000e+19    8.17571355e-28     
   20.0000       2.0000e+19    8.17574643e-28     
   20.0000       5.0000e+19    8.17576364e-28     
   20.0000       1.0000e+20    8.17576824e-28     
   20.0000       2.0000e+20    8.17576997e-28     
   20.0000       5.0000e+20    8.17577047e-28     
   20.0000       1.0000e+21    8.17577035e-28     
   20.0000       2.0000e+21    8.17577016e-28     
   30.0000       1.0000e+14    3.85497100e-28     
   30.0000       2.0000e+14    4.02853013e-28     
   30.0000       5.0000e+14    4.20350405e-28     
   30.0000       1.0000e+15    4.29297845e-28     
   30.0000       2.0000e+15    4.35247576e-28     
   30.0000       5.0000e+15    4.39882966e-28     
   30.0000       1.0000e+16    4.41822993e-28     
   30.0000       2.0000e+16    4.42955879e-28     
   30.0000       5.0000e+16    4.43738705e-28     
   30.0000       1.0000e+17    4.44032019e-28     
