#
# Output file generated by Yacora 1.5.0
# =====================================
#   Filename: 'YacoraRun_PopCoeff_n=15.dat'
#   Date of creation: 22. June 2021
#   Time of creation: 16:40:09
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(15)' coupled to the particle 'H+'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 11 given values between 1.0000 and 50.0000
#              T_i1: Fixed value 8000.0000
#              T_n1: Fixed value 8000.0000
#              n_e: 23 given values between 1.0000e+14 and 2.0000e+21
#              n_i1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+14    4.89476149e-26     
   1.0000        2.0000e+14    5.54461133e-26     
   1.0000        5.0000e+14    6.31014222e-26     
   1.0000        1.0000e+15    6.75985834e-26     
   1.0000        2.0000e+15    7.09279594e-26     
   1.0000        5.0000e+15    7.38451070e-26     
   1.0000        1.0000e+16    7.52277137e-26     
   1.0000        2.0000e+16    7.61291019e-26     
   1.0000        5.0000e+16    7.68419409e-26     
   1.0000        1.0000e+17    7.71550070e-26     
   1.0000        2.0000e+17    7.73500202e-26     
   1.0000        5.0000e+17    7.74986545e-26     
   1.0000        1.0000e+18    7.75622332e-26     
   1.0000        2.0000e+18    7.76012380e-26     
   1.0000        5.0000e+18    7.76307631e-26     
   1.0000        1.0000e+19    7.76433972e-26     
   1.0000        2.0000e+19    7.76511355e-26     
   1.0000        5.0000e+19    7.76570497e-26     
   1.0000        1.0000e+20    7.76596801e-26     
   1.0000        2.0000e+20    7.76613397e-26     
   1.0000        5.0000e+20    7.76625825e-26     
   1.0000        1.0000e+21    7.76631180e-26     
   1.0000        2.0000e+21    7.76634967e-26     
   1.5000        1.0000e+14    2.65915817e-26     
   1.5000        2.0000e+14    2.93983531e-26     
   1.5000        5.0000e+14    3.26244038e-26     
   1.5000        1.0000e+15    3.44827265e-26     
   1.5000        2.0000e+15    3.58405811e-26     
   1.5000        5.0000e+15    3.70161205e-26     
   1.5000        1.0000e+16    3.75675433e-26     
